machine_id,line_id,reading_ts,temperature_c,vibration_mm_s,pressure_psi,latent_wear,will_fail_within_6h
MCH0001,LINE-A,2026-07-24T10:10:00,79.35,2.795,98.18,0.5639,0
MCH0001,LINE-A,2026-07-24T10:20:00,79.91,2.998,99.7,0.5643,0
MCH0001,LINE-A,2026-07-24T10:30:00,80.98,2.899,99.93,0.5652,0
MCH0001,LINE-A,2026-07-24T10:40:00,76.22,2.805,100.51,0.5661,0
MCH0001,LINE-A,2026-07-24T10:50:00,76.79,2.912,101.84,0.5667,0
MCH0001,LINE-A,2026-07-24T11:00:00,79.68,2.887,100.83,0.5672,0
MCH0001,LINE-A,2026-07-24T11:10:00,77.94,2.842,99.44,0.5679,0
MCH0001,LINE-A,2026-07-24T11:20:00,77.34,2.927,101.13,0.5682,0
MCH0001,LINE-A,2026-07-24T11:30:00,77.43,2.962,96.56,0.5685,0
MCH0001,LINE-A,2026-07-24T11:40:00,76.73,2.785,100.1,0.5692,0
MCH0001,LINE-A,2026-07-24T11:50:00,78.35,2.796,99.96,0.5702,0
MCH0001,LINE-A,2026-07-24T12:00:00,77.85,2.933,103.1,0.5706,0
MCH0001,LINE-A,2026-07-24T12:10:00,80.37,2.941,102.8,0.5707,0
MCH0001,LINE-A,2026-07-24T12:20:00,78.21,2.931,99.02,0.5714,0
MCH0001,LINE-A,2026-07-24T12:30:00,78.3,2.8,101.17,0.572,0
MCH0001,LINE-A,2026-07-24T12:40:00,77.52,3.011,100.37,0.5726,0
MCH0001,LINE-A,2026-07-24T12:50:00,80.23,3.007,102.37,0.5735,0
MCH0001,LINE-A,2026-07-24T13:00:00,77.2,2.885,101.76,0.5741,0
MCH0001,LINE-A,2026-07-24T13:10:00,76.81,2.846,101.14,0.5746,0
MCH0001,LINE-A,2026-07-24T13:20:00,78.16,2.815,98.45,0.5752,0
MCH0001,LINE-A,2026-07-24T13:30:00,78.04,2.928,102.18,0.5758,0
MCH0001,LINE-A,2026-07-24T13:40:00,78.48,2.884,100.25,0.5763,0
MCH0001,LINE-A,2026-07-24T13:50:00,78.31,2.897,100.99,0.577,0
MCH0001,LINE-A,2026-07-24T14:00:00,78.76,3.084,101.23,0.5773,0
MCH0001,LINE-A,2026-07-24T14:10:00,78.42,2.821,99.18,0.5774,0
MCH0001,LINE-A,2026-07-24T14:20:00,79.4,2.871,98.74,0.5781,0
MCH0001,LINE-A,2026-07-24T14:30:00,78.84,2.863,101.25,0.5786,0
MCH0001,LINE-A,2026-07-24T14:40:00,79.55,2.829,101.4,0.5793,0
MCH0001,LINE-A,2026-07-24T14:50:00,79.66,2.87,99.01,0.5806,0
MCH0001,LINE-A,2026-07-24T15:00:00,78.58,2.951,101.49,0.5812,0
MCH0001,LINE-A,2026-07-24T15:10:00,78.54,2.886,98.66,0.5814,0
MCH0001,LINE-A,2026-07-24T15:20:00,79.06,2.817,99.54,0.5819,0
MCH0001,LINE-A,2026-07-24T15:30:00,77.11,2.749,99.94,0.5824,0
MCH0001,LINE-A,2026-07-24T15:40:00,79.74,2.968,100.07,0.5835,0
MCH0001,LINE-A,2026-07-24T15:50:00,80.72,2.882,100.27,0.5842,0
MCH0001,LINE-A,2026-07-24T16:00:00,78.18,2.886,98.5,0.585,0
MCH0001,LINE-A,2026-07-24T16:10:00,79.26,2.958,97.75,0.5856,0
MCH0001,LINE-A,2026-07-24T16:20:00,77.78,2.792,101.3,0.5864,0
MCH0001,LINE-A,2026-07-24T16:30:00,78.23,2.873,101.98,0.5868,0
MCH0001,LINE-A,2026-07-24T16:40:00,76.66,2.794,99.86,0.5873,0
MCH0001,LINE-A,2026-07-24T16:50:00,80.14,2.784,98.99,0.5874,0
MCH0001,LINE-A,2026-07-24T17:00:00,78.96,2.94,100.3,0.5879,0
MCH0001,LINE-A,2026-07-24T17:10:00,77.93,2.94,98.49,0.5888,0
MCH0001,LINE-A,2026-07-24T17:20:00,78.43,2.807,100.36,0.5892,0
MCH0001,LINE-A,2026-07-24T17:30:00,78.56,2.927,98.31,0.5897,0
MCH0001,LINE-A,2026-07-24T17:40:00,77.45,2.995,99.85,0.5899,0
MCH0001,LINE-A,2026-07-24T17:50:00,78.71,3.018,100.73,0.5905,0
MCH0001,LINE-A,2026-07-24T18:00:00,79.28,2.978,99.3,0.5915,0
MCH0001,LINE-A,2026-07-24T18:10:00,80.41,2.83,101.85,0.5922,0
MCH0001,LINE-A,2026-07-24T18:20:00,80.1,2.986,100.28,0.5924,0
MCH0001,LINE-A,2026-07-24T18:30:00,78.16,2.934,98.68,0.5931,0
MCH0001,LINE-A,2026-07-24T18:40:00,81.56,2.987,97.84,0.5936,0
MCH0001,LINE-A,2026-07-24T18:50:00,77.33,2.948,99.46,0.594,0
MCH0001,LINE-A,2026-07-24T19:00:00,77.71,2.999,100.22,0.5944,0
MCH0001,LINE-A,2026-07-24T19:10:00,79.66,2.913,99.63,0.5952,0
MCH0001,LINE-A,2026-07-24T19:20:00,79.56,2.87,102.08,0.5962,0
MCH0001,LINE-A,2026-07-24T19:30:00,79.02,3.013,98.41,0.5969,0
MCH0001,LINE-A,2026-07-24T19:40:00,80.04,2.926,99.37,0.5972,0
MCH0001,LINE-A,2026-07-24T19:50:00,79.74,2.917,100.2,0.5983,0
MCH0001,LINE-A,2026-07-24T20:00:00,79.66,3.023,98.7,0.5987,0
MCH0001,LINE-A,2026-07-24T20:10:00,76.98,3.012,101.92,0.5998,0
MCH0001,LINE-A,2026-07-24T20:20:00,80.34,3.033,100.2,0.6003,0
MCH0001,LINE-A,2026-07-24T20:30:00,78.87,2.937,100.11,0.601,0
MCH0001,LINE-A,2026-07-24T20:40:00,76.37,2.91,101.26,0.6018,0
MCH0001,LINE-A,2026-07-24T20:50:00,78.3,2.83,100.27,0.6023,0
MCH0001,LINE-A,2026-07-24T21:00:00,78.33,2.856,99.74,0.6035,0
MCH0001,LINE-A,2026-07-24T21:10:00,78.54,3.06,102.18,0.6043,0
MCH0001,LINE-A,2026-07-24T21:20:00,79.17,2.971,99.12,0.6054,0
MCH0001,LINE-A,2026-07-24T21:30:00,78.94,3.065,100.64,0.6066,0
MCH0001,LINE-A,2026-07-24T21:40:00,79.27,3.045,100.16,0.6082,0
MCH0001,LINE-A,2026-07-24T21:50:00,79.29,2.928,99.89,0.6089,0
MCH0001,LINE-A,2026-07-24T22:00:00,79.78,2.961,101.74,0.6098,0
MCH0001,LINE-A,2026-07-24T22:10:00,79.61,3.006,98.57,0.6109,0
MCH0001,LINE-A,2026-07-24T22:20:00,80.27,3.044,103.09,0.6122,0
MCH0001,LINE-A,2026-07-24T22:30:00,78.42,2.965,101.06,0.6129,0
MCH0001,LINE-A,2026-07-24T22:40:00,79.38,2.969,98.93,0.6137,0
MCH0001,LINE-A,2026-07-24T22:50:00,79.95,3.002,101.51,0.6144,0
MCH0001,LINE-A,2026-07-24T23:00:00,78.7,3.033,102.68,0.6148,0
MCH0001,LINE-A,2026-07-24T23:10:00,80.86,3.022,102.14,0.6157,0
MCH0001,LINE-A,2026-07-24T23:20:00,79.9,3.078,101.57,0.6168,0
MCH0001,LINE-A,2026-07-24T23:30:00,79.39,2.988,96.96,0.6173,0
MCH0001,LINE-A,2026-07-24T23:40:00,79.17,3.038,99.39,0.6182,0
MCH0001,LINE-A,2026-07-24T23:50:00,78.22,3.048,101.85,0.6186,0
MCH0001,LINE-A,2026-07-25T00:00:00,78.67,3.104,97.52,0.6194,0
MCH0001,LINE-A,2026-07-25T00:10:00,80.04,3.046,101.7,0.6194,0
MCH0001,LINE-A,2026-07-25T00:20:00,77.27,3.11,98.33,0.6202,0
MCH0001,LINE-A,2026-07-25T00:30:00,78.83,3.041,100.82,0.6208,0
MCH0001,LINE-A,2026-07-25T00:40:00,79.61,2.989,98.09,0.6217,0
MCH0001,LINE-A,2026-07-25T00:50:00,79.98,3.057,99.95,0.6221,0
MCH0001,LINE-A,2026-07-25T01:00:00,79.64,2.908,100.91,0.6227,0
MCH0001,LINE-A,2026-07-25T01:10:00,77.43,3.031,101.29,0.6232,0
MCH0001,LINE-A,2026-07-25T01:20:00,78.35,2.951,97.59,0.6238,0
MCH0001,LINE-A,2026-07-25T01:30:00,78.53,3.273,104.48,0.6246,0
MCH0001,LINE-A,2026-07-25T01:40:00,80.11,2.908,98.8,0.6249,0
MCH0001,LINE-A,2026-07-25T01:50:00,77.07,3.162,102.01,0.6252,0
MCH0001,LINE-A,2026-07-25T02:00:00,80.58,2.999,101.52,0.626,0
MCH0001,LINE-A,2026-07-25T02:10:00,79.79,3.076,100.18,0.6267,0
MCH0001,LINE-A,2026-07-25T02:20:00,81.12,3.034,99.67,0.6274,0
MCH0001,LINE-A,2026-07-25T02:30:00,80.19,3.007,101.51,0.6277,0
MCH0001,LINE-A,2026-07-25T02:40:00,78.75,3.047,100.55,0.6286,0
MCH0001,LINE-A,2026-07-25T02:50:00,81.22,3.076,103.54,0.6291,0
MCH0001,LINE-A,2026-07-25T03:00:00,78.6,3.15,101.95,0.6301,0
MCH0001,LINE-A,2026-07-25T03:10:00,79.62,3.073,101.04,0.6309,0
MCH0001,LINE-A,2026-07-25T03:20:00,78.17,3.257,99.26,0.6313,0
MCH0001,LINE-A,2026-07-25T03:30:00,80.62,3.108,101.79,0.6317,0
MCH0001,LINE-A,2026-07-25T03:40:00,78.32,3.134,98.94,0.6322,0
MCH0001,LINE-A,2026-07-25T03:50:00,79.33,3.008,98.41,0.6333,0
MCH0001,LINE-A,2026-07-25T04:00:00,81.0,3.049,99.17,0.6329,0
MCH0001,LINE-A,2026-07-25T04:10:00,78.79,2.914,100.78,0.633,0
MCH0001,LINE-A,2026-07-25T04:20:00,80.13,3.153,101.71,0.6336,0
MCH0001,LINE-A,2026-07-25T04:30:00,80.15,3.102,98.63,0.6345,0
MCH0001,LINE-A,2026-07-25T04:40:00,77.31,3.088,99.38,0.6353,0
MCH0001,LINE-A,2026-07-25T04:50:00,77.6,3.055,97.7,0.6362,0
MCH0001,LINE-A,2026-07-25T05:00:00,79.95,3.234,100.4,0.6365,0
MCH0001,LINE-A,2026-07-25T05:10:00,79.78,3.026,101.22,0.6373,0
MCH0001,LINE-A,2026-07-25T05:20:00,81.45,3.193,98.62,0.6376,0
MCH0001,LINE-A,2026-07-25T05:30:00,80.13,2.991,97.43,0.6387,0
MCH0001,LINE-A,2026-07-25T05:40:00,78.56,3.069,101.55,0.6396,0
MCH0001,LINE-A,2026-07-25T05:50:00,79.66,3.083,98.15,0.6405,0
MCH0001,LINE-A,2026-07-25T06:00:00,81.03,2.952,99.41,0.641,0
MCH0001,LINE-A,2026-07-25T06:10:00,79.03,3.218,98.38,0.6415,0
MCH0001,LINE-A,2026-07-25T06:20:00,79.17,3.155,98.14,0.642,0
MCH0001,LINE-A,2026-07-25T06:30:00,80.75,3.1,99.29,0.6427,0
MCH0001,LINE-A,2026-07-25T06:40:00,78.97,3.087,101.15,0.6429,0
MCH0001,LINE-A,2026-07-25T06:50:00,80.64,3.104,101.93,0.6438,0
MCH0001,LINE-A,2026-07-25T07:00:00,80.21,3.209,100.15,0.6449,0
MCH0001,LINE-A,2026-07-25T07:10:00,79.52,3.065,99.93,0.646,0
MCH0001,LINE-A,2026-07-25T07:20:00,79.01,2.903,96.77,0.6464,0
MCH0001,LINE-A,2026-07-25T07:30:00,80.44,3.233,99.78,0.6469,0
MCH0001,LINE-A,2026-07-25T07:40:00,80.46,3.16,98.29,0.6474,0
MCH0001,LINE-A,2026-07-25T07:50:00,78.02,3.214,100.72,0.6482,0
MCH0001,LINE-A,2026-07-25T08:00:00,80.43,3.249,102.16,0.6488,0
MCH0001,LINE-A,2026-07-25T08:10:00,80.52,3.144,98.27,0.6498,0
MCH0001,LINE-A,2026-07-25T08:20:00,80.3,3.096,99.77,0.6498,0
MCH0001,LINE-A,2026-07-25T08:30:00,77.86,3.114,101.13,0.6506,0
MCH0001,LINE-A,2026-07-25T08:40:00,78.3,3.174,99.18,0.6518,0
MCH0001,LINE-A,2026-07-25T08:50:00,79.31,3.175,96.74,0.6522,0
MCH0001,LINE-A,2026-07-25T09:00:00,78.11,3.175,99.95,0.6526,0
MCH0001,LINE-A,2026-07-25T09:10:00,80.69,3.169,96.98,0.653,0
MCH0001,LINE-A,2026-07-25T09:20:00,78.48,3.199,102.27,0.6534,0
MCH0001,LINE-A,2026-07-25T09:30:00,78.49,3.226,99.19,0.6539,0
MCH0001,LINE-A,2026-07-25T09:40:00,80.68,3.194,98.43,0.6541,0
MCH0001,LINE-A,2026-07-25T09:50:00,81.42,3.242,100.75,0.6549,0
MCH0001,LINE-A,2026-07-25T10:00:00,80.42,3.201,98.58,0.6554,0
MCH0001,LINE-A,2026-07-25T10:10:00,80.55,3.09,97.63,0.6558,0
MCH0001,LINE-A,2026-07-25T10:20:00,79.39,3.128,99.83,0.6567,0
MCH0001,LINE-A,2026-07-25T10:30:00,81.15,3.066,98.33,0.6571,0
MCH0001,LINE-A,2026-07-25T10:40:00,80.71,3.289,98.32,0.6574,0
MCH0001,LINE-A,2026-07-25T10:50:00,80.71,3.16,101.1,0.658,0
MCH0001,LINE-A,2026-07-25T11:00:00,81.0,3.179,97.04,0.6583,0
MCH0001,LINE-A,2026-07-25T11:10:00,79.14,3.199,98.1,0.6592,0
MCH0001,LINE-A,2026-07-25T11:20:00,82.03,3.204,100.64,0.66,0
MCH0001,LINE-A,2026-07-25T11:30:00,79.86,3.202,100.06,0.6607,0
MCH0001,LINE-A,2026-07-25T11:40:00,78.25,3.248,99.42,0.6605,0
MCH0001,LINE-A,2026-07-25T11:50:00,79.11,3.046,98.41,0.6615,0
MCH0001,LINE-A,2026-07-25T12:00:00,80.48,3.392,96.12,0.6622,0
MCH0001,LINE-A,2026-07-25T12:10:00,79.87,3.157,100.72,0.6629,0
MCH0001,LINE-A,2026-07-25T12:20:00,80.4,3.107,103.18,0.6637,0
MCH0001,LINE-A,2026-07-25T12:30:00,80.22,3.2,100.37,0.6641,0
MCH0001,LINE-A,2026-07-25T12:40:00,78.27,3.195,99.57,0.6649,0
MCH0001,LINE-A,2026-07-25T12:50:00,78.89,3.205,99.52,0.6654,0
MCH0001,LINE-A,2026-07-25T13:00:00,80.35,3.237,99.25,0.6664,0
MCH0001,LINE-A,2026-07-25T13:10:00,80.57,3.213,100.23,0.6668,0
MCH0001,LINE-A,2026-07-25T13:20:00,81.83,3.165,99.07,0.6674,0
MCH0001,LINE-A,2026-07-25T13:30:00,79.78,3.205,99.1,0.668,0
MCH0001,LINE-A,2026-07-25T13:40:00,80.78,3.105,100.65,0.6684,0
MCH0001,LINE-A,2026-07-25T13:50:00,80.07,3.248,102.11,0.6693,0
MCH0001,LINE-A,2026-07-25T14:00:00,80.16,3.214,99.02,0.6697,0
MCH0001,LINE-A,2026-07-25T14:10:00,80.38,3.043,101.9,0.6709,0
MCH0001,LINE-A,2026-07-25T14:20:00,81.42,3.346,99.98,0.6717,0
MCH0001,LINE-A,2026-07-25T14:30:00,80.31,3.238,97.47,0.6726,0
MCH0001,LINE-A,2026-07-25T14:40:00,81.02,3.295,98.42,0.6736,0
MCH0001,LINE-A,2026-07-25T14:50:00,78.97,3.214,99.34,0.6744,0
MCH0001,LINE-A,2026-07-25T15:00:00,82.15,3.175,98.78,0.6751,0
MCH0001,LINE-A,2026-07-25T15:10:00,81.49,3.231,97.45,0.6759,0
MCH0001,LINE-A,2026-07-25T15:20:00,81.1,3.292,97.15,0.6763,0
MCH0001,LINE-A,2026-07-25T15:30:00,79.84,3.287,98.56,0.6769,0
MCH0001,LINE-A,2026-07-25T15:40:00,80.79,3.226,98.47,0.6778,0
MCH0001,LINE-A,2026-07-25T15:50:00,78.91,3.284,99.91,0.6784,0
MCH0001,LINE-A,2026-07-25T16:00:00,81.72,3.256,99.46,0.6789,0
MCH0001,LINE-A,2026-07-25T16:10:00,81.31,3.334,100.74,0.6798,0
MCH0001,LINE-A,2026-07-25T16:20:00,81.8,3.226,98.83,0.6804,0
MCH0001,LINE-A,2026-07-25T16:30:00,80.75,3.364,97.29,0.6815,0
MCH0001,LINE-A,2026-07-25T16:40:00,81.94,3.409,97.97,0.6823,0
MCH0001,LINE-A,2026-07-25T16:50:00,82.27,3.339,99.01,0.6826,0
MCH0001,LINE-A,2026-07-25T17:00:00,80.03,3.291,98.59,0.6834,0
MCH0001,LINE-A,2026-07-25T17:10:00,79.17,3.361,101.75,0.6834,0
MCH0001,LINE-A,2026-07-25T17:20:00,80.86,3.227,99.82,0.6839,0
MCH0001,LINE-A,2026-07-25T17:30:00,79.42,3.348,100.71,0.6841,0
MCH0001,LINE-A,2026-07-25T17:40:00,80.85,3.272,99.0,0.6847,0
MCH0001,LINE-A,2026-07-25T17:50:00,80.87,3.41,97.99,0.6851,0
MCH0001,LINE-A,2026-07-25T18:00:00,80.7,3.258,97.58,0.6859,0
MCH0001,LINE-A,2026-07-25T18:10:00,79.15,3.136,101.55,0.6864,0
MCH0001,LINE-A,2026-07-25T18:20:00,83.12,3.169,100.3,0.6866,0
MCH0001,LINE-A,2026-07-25T18:30:00,77.43,3.261,100.19,0.6868,0
MCH0001,LINE-A,2026-07-25T18:40:00,80.37,3.262,100.8,0.6872,0
MCH0001,LINE-A,2026-07-25T18:50:00,81.71,3.316,101.23,0.6881,0
MCH0001,LINE-A,2026-07-25T19:00:00,79.07,3.348,97.98,0.6891,0
MCH0001,LINE-A,2026-07-25T19:10:00,82.03,3.372,100.81,0.6898,0
MCH0001,LINE-A,2026-07-25T19:20:00,80.39,3.25,98.92,0.6902,0
MCH0001,LINE-A,2026-07-25T19:30:00,80.73,3.3,99.26,0.6911,0
MCH0001,LINE-A,2026-07-25T19:40:00,81.04,3.393,100.96,0.6921,0
MCH0001,LINE-A,2026-07-25T19:50:00,82.12,3.263,99.36,0.6925,0
MCH0001,LINE-A,2026-07-25T20:00:00,78.84,3.279,98.43,0.6932,0
MCH0001,LINE-A,2026-07-25T20:10:00,81.71,3.209,97.25,0.6937,0
MCH0001,LINE-A,2026-07-25T20:20:00,80.6,3.253,100.53,0.6938,0
MCH0001,LINE-A,2026-07-25T20:30:00,81.68,3.32,98.46,0.6948,0
MCH0001,LINE-A,2026-07-25T20:40:00,81.47,3.291,100.84,0.6956,0
MCH0001,LINE-A,2026-07-25T20:50:00,81.86,3.289,99.91,0.6968,0
MCH0001,LINE-A,2026-07-25T21:00:00,84.06,3.282,100.73,0.6973,0
MCH0001,LINE-A,2026-07-25T21:10:00,80.03,3.402,97.51,0.6985,0
MCH0001,LINE-A,2026-07-25T21:20:00,83.41,3.302,101.36,0.6987,0
MCH0001,LINE-A,2026-07-25T21:30:00,81.58,3.343,101.15,0.6989,0
MCH0001,LINE-A,2026-07-25T21:40:00,81.58,3.198,98.15,0.6994,0
MCH0001,LINE-A,2026-07-25T21:50:00,81.34,3.334,98.3,0.7002,0
MCH0001,LINE-A,2026-07-25T22:00:00,82.28,3.374,101.38,0.7007,0
MCH0001,LINE-A,2026-07-25T22:10:00,77.98,3.267,101.13,0.7012,0
MCH0001,LINE-A,2026-07-25T22:20:00,82.03,3.47,98.28,0.7015,0
MCH0001,LINE-A,2026-07-25T22:30:00,81.16,3.289,100.11,0.7024,0
MCH0001,LINE-A,2026-07-25T22:40:00,79.23,3.432,98.53,0.7029,0
MCH0001,LINE-A,2026-07-25T22:50:00,79.96,3.364,98.09,0.7038,0
MCH0001,LINE-A,2026-07-25T23:00:00,80.75,3.404,100.06,0.7047,0
MCH0001,LINE-A,2026-07-25T23:10:00,79.74,3.403,97.09,0.7051,0
MCH0001,LINE-A,2026-07-25T23:20:00,80.75,3.233,101.01,0.7064,0
MCH0001,LINE-A,2026-07-25T23:30:00,81.02,3.354,97.98,0.7077,0
MCH0001,LINE-A,2026-07-25T23:40:00,81.86,3.214,100.24,0.7081,0
MCH0001,LINE-A,2026-07-25T23:50:00,80.68,3.385,98.02,0.7084,0
MCH0001,LINE-A,2026-07-26T00:00:00,80.85,3.39,100.44,0.7092,0
MCH0001,LINE-A,2026-07-26T00:10:00,83.71,3.305,98.24,0.7099,0
MCH0001,LINE-A,2026-07-26T00:20:00,80.85,3.259,99.91,0.7103,0
MCH0001,LINE-A,2026-07-26T00:30:00,81.14,3.355,101.0,0.711,0
MCH0001,LINE-A,2026-07-26T00:40:00,79.75,3.294,98.32,0.7114,0
MCH0001,LINE-A,2026-07-26T00:50:00,80.04,3.383,99.63,0.7121,0
MCH0001,LINE-A,2026-07-26T01:00:00,81.16,3.519,97.31,0.7125,0
MCH0001,LINE-A,2026-07-26T01:10:00,79.41,3.396,99.28,0.7126,0
MCH0001,LINE-A,2026-07-26T01:20:00,80.36,3.33,99.54,0.7134,0
MCH0001,LINE-A,2026-07-26T01:30:00,81.06,3.367,98.72,0.714,0
MCH0001,LINE-A,2026-07-26T01:40:00,81.73,3.377,97.48,0.7154,0
MCH0001,LINE-A,2026-07-26T01:50:00,82.03,3.384,100.98,0.716,0
MCH0001,LINE-A,2026-07-26T02:00:00,80.72,3.287,100.69,0.7169,0
MCH0001,LINE-A,2026-07-26T02:10:00,80.86,3.357,97.56,0.7173,0
MCH0001,LINE-A,2026-07-26T02:20:00,80.88,3.309,99.39,0.7184,0
MCH0001,LINE-A,2026-07-26T02:30:00,82.42,3.267,101.02,0.7189,0
MCH0001,LINE-A,2026-07-26T02:40:00,81.24,3.302,99.67,0.7197,0
MCH0001,LINE-A,2026-07-26T02:50:00,80.29,3.427,95.62,0.7201,0
MCH0001,LINE-A,2026-07-26T03:00:00,81.41,3.542,97.63,0.7213,0
MCH0001,LINE-A,2026-07-26T03:10:00,81.92,3.377,102.36,0.7223,0
MCH0001,LINE-A,2026-07-26T03:20:00,81.71,3.35,98.89,0.7226,0
MCH0001,LINE-A,2026-07-26T03:30:00,81.57,3.355,101.62,0.7234,0
MCH0001,LINE-A,2026-07-26T03:40:00,81.68,3.46,99.21,0.7237,0
MCH0001,LINE-A,2026-07-26T03:50:00,82.64,3.309,99.52,0.7244,0
MCH0001,LINE-A,2026-07-26T04:00:00,79.91,3.409,100.98,0.7249,0
MCH0001,LINE-A,2026-07-26T04:10:00,83.14,3.256,100.0,0.726,0
MCH0001,LINE-A,2026-07-26T04:20:00,81.84,3.337,99.57,0.7265,0
MCH0001,LINE-A,2026-07-26T04:30:00,81.14,3.383,97.33,0.7271,0
MCH0001,LINE-A,2026-07-26T04:40:00,80.94,3.403,99.4,0.7277,0
MCH0001,LINE-A,2026-07-26T04:50:00,80.62,3.457,100.11,0.7283,0
MCH0001,LINE-A,2026-07-26T05:00:00,81.83,3.417,100.12,0.729,0
MCH0001,LINE-A,2026-07-26T05:10:00,82.41,3.417,100.04,0.73,0
MCH0001,LINE-A,2026-07-26T05:20:00,81.39,3.405,101.11,0.7308,0
MCH0001,LINE-A,2026-07-26T05:30:00,80.28,3.444,99.56,0.7311,0
MCH0001,LINE-A,2026-07-26T05:40:00,79.83,3.455,101.96,0.7316,0
MCH0001,LINE-A,2026-07-26T05:50:00,79.69,3.318,98.56,0.7323,0
MCH0001,LINE-A,2026-07-26T06:00:00,82.62,3.424,97.58,0.7332,0
MCH0001,LINE-A,2026-07-26T06:10:00,80.98,3.475,99.29,0.7342,0
MCH0001,LINE-A,2026-07-26T06:20:00,81.14,3.513,96.27,0.7348,0
MCH0001,LINE-A,2026-07-26T06:30:00,83.95,3.514,96.64,0.7353,0
MCH0001,LINE-A,2026-07-26T06:40:00,80.37,3.307,95.63,0.7359,0
MCH0001,LINE-A,2026-07-26T06:50:00,81.21,3.341,103.17,0.7367,0
MCH0001,LINE-A,2026-07-26T07:00:00,81.81,3.4,101.55,0.7372,0
MCH0001,LINE-A,2026-07-26T07:10:00,80.89,3.366,97.54,0.7378,0
MCH0001,LINE-A,2026-07-26T07:20:00,82.03,3.451,98.6,0.7381,0
MCH0001,LINE-A,2026-07-26T07:30:00,81.5,3.509,97.38,0.7393,0
MCH0001,LINE-A,2026-07-26T07:40:00,79.75,3.506,100.21,0.7407,0
MCH0001,LINE-A,2026-07-26T07:50:00,83.94,3.438,99.36,0.7416,0
MCH0001,LINE-A,2026-07-26T08:00:00,81.9,3.412,99.38,0.7423,0
MCH0001,LINE-A,2026-07-26T08:10:00,81.61,3.412,99.72,0.7427,0
MCH0001,LINE-A,2026-07-26T08:20:00,81.03,3.53,98.16,0.7435,0
MCH0001,LINE-A,2026-07-26T08:30:00,81.04,3.439,99.9,0.7439,0
MCH0001,LINE-A,2026-07-26T08:40:00,82.73,3.432,98.18,0.7448,0
MCH0001,LINE-A,2026-07-26T08:50:00,81.81,3.548,97.87,0.7458,0
MCH0001,LINE-A,2026-07-26T09:00:00,81.91,3.399,97.86,0.7469,0
MCH0001,LINE-A,2026-07-26T09:10:00,80.55,3.589,98.1,0.7474,0
MCH0001,LINE-A,2026-07-26T09:20:00,83.11,3.359,100.12,0.7479,0
MCH0001,LINE-A,2026-07-26T09:30:00,82.6,3.414,97.77,0.7484,0
MCH0001,LINE-A,2026-07-26T09:40:00,79.35,3.487,102.13,0.7495,0
MCH0001,LINE-A,2026-07-26T09:50:00,79.85,3.473,100.45,0.75,0
MCH0001,LINE-A,2026-07-26T10:00:00,80.37,3.57,97.32,0.7506,0
MCH0001,LINE-A,2026-07-26T10:10:00,81.91,3.551,97.36,0.7507,0
MCH0001,LINE-A,2026-07-26T10:20:00,80.97,3.356,100.38,0.7514,0
MCH0001,LINE-A,2026-07-26T10:30:00,79.81,3.432,99.83,0.7516,0
MCH0001,LINE-A,2026-07-26T10:40:00,84.39,3.321,101.12,0.7521,0
MCH0001,LINE-A,2026-07-26T10:50:00,81.55,3.564,97.18,0.7534,0
MCH0001,LINE-A,2026-07-26T11:00:00,81.86,3.576,94.71,0.7543,0
MCH0001,LINE-A,2026-07-26T11:10:00,82.92,3.599,99.58,0.7547,0
MCH0001,LINE-A,2026-07-26T11:20:00,80.88,3.444,100.36,0.7554,0
MCH0001,LINE-A,2026-07-26T11:30:00,80.83,3.502,99.33,0.7562,0
MCH0001,LINE-A,2026-07-26T11:40:00,83.33,3.623,96.55,0.7567,0
MCH0001,LINE-A,2026-07-26T11:50:00,83.67,3.589,101.69,0.7576,0
MCH0001,LINE-A,2026-07-26T12:00:00,81.08,3.524,97.42,0.7581,0
MCH0001,LINE-A,2026-07-26T12:10:00,83.35,3.479,99.07,0.7593,0
MCH0001,LINE-A,2026-07-26T12:20:00,81.62,3.605,101.72,0.7601,0
MCH0001,LINE-A,2026-07-26T12:30:00,83.77,3.509,97.54,0.7613,0
MCH0001,LINE-A,2026-07-26T12:40:00,84.03,3.498,98.42,0.7619,0
MCH0001,LINE-A,2026-07-26T12:50:00,80.54,3.445,100.08,0.7623,0
MCH0001,LINE-A,2026-07-26T13:00:00,82.35,3.517,98.63,0.7629,0
MCH0001,LINE-A,2026-07-26T13:10:00,81.09,3.619,98.93,0.7635,0
MCH0001,LINE-A,2026-07-26T13:20:00,81.88,3.457,102.56,0.7642,0
MCH0001,LINE-A,2026-07-26T13:30:00,83.81,3.63,100.4,0.7651,0
MCH0001,LINE-A,2026-07-26T13:40:00,81.82,3.537,101.93,0.7657,0
MCH0001,LINE-A,2026-07-26T13:50:00,82.31,3.595,101.46,0.7658,0
MCH0001,LINE-A,2026-07-26T14:00:00,81.32,3.672,99.66,0.7665,0
MCH0001,LINE-A,2026-07-26T14:10:00,83.91,3.46,102.3,0.7672,0
MCH0001,LINE-A,2026-07-26T14:20:00,81.72,3.542,98.61,0.7677,0
MCH0001,LINE-A,2026-07-26T14:30:00,81.86,3.523,96.72,0.7685,0
MCH0001,LINE-A,2026-07-26T14:40:00,82.56,3.531,99.89,0.7692,0
MCH0001,LINE-A,2026-07-26T14:50:00,83.38,3.521,95.27,0.7701,0
